0.992891,0.976885,1.855600,0.001172,0.000000,0.000000,0.000000,0.985839,0
0.994912,0.968138,2.114079,0.002368,0.000000,0.000000,-0.001532,0.958351,4
0.992738,0.978759,1.295481,0.000381,0.000850,0.000000,-0.001607,0.980008,0
0.997075,0.984798,1.699705,0.000392,0.001467,0.000000,-0.001450,0.978342,2
0.958118,0.973761,1.131804,0.001223,0.000000,0.000000,-0.001365,0.970846,0
0.995827,0.978759,2.088286,0.000569,0.000000,0.000000,-0.000215,0.982507,4
0.973094,0.976468,1.097624,0.001603,0.000000,0.000000,-0.001113,0.975010,0
0.957105,0.973345,1.132569,0.001387,0.000989,0.000000,-0.001336,0.968346,0
0.992704,0.976260,1.847738,0.001145,0.000000,0.000000,0.000000,0.987505,0
0.995827,0.978759,2.088286,0.000569,0.000328,0.000000,-0.000215,0.982507,3
0.979951,0.986464,0.906674,0.000090,0.000000,0.000000,0.000000,0.985006,0
0.994958,0.968138,2.135858,0.002105,0.000000,0.000000,-0.001372,0.960850,3
0.960319,0.974386,1.139560,0.001232,0.000746,0.000000,-0.001102,0.973344,0
0.996099,0.979592,1.783482,0.000689,0.000000,0.000000,-0.001759,0.980841,1
0.920636,0.924476,1.640064,0.014750,0.000000,0.000000,0.000000,0.925864,2
0.945443,0.894835,1.764668,0.048810,0.000000,0.000000,-0.026341,0.795085,0
0.947758,0.874497,2.103595,0.034807,0.000000,0.000000,0.000000,0.820908,0
0.945852,0.895252,1.770300,0.046145,0.041350,0.000000,-0.024286,0.803415,0
0.947758,0.874497,2.103595,0.034807,0.000000,0.000000,0.000000,0.820908,0
0.945852,0.895252,1.770300,0.046145,0.000000,0.000000,-0.024286,0.803415,0
0.947758,0.874497,2.103595,0.034807,0.000000,0.000000,0.000000,0.820908,0
0.949763,0.895668,1.802390,0.024113,0.000000,0.000000,0.000000,0.911703,0
0.946990,0.870818,2.172724,0.032939,0.000000,0.000000,-0.025468,0.808413,0
0.992642,0.968138,1.992399,0.001178,0.000000,0.000000,-0.003715,0.958351,2
0.992542,0.945856,1.975038,0.008807,0.000000,0.000000,-0.003907,0.926697,2
0.994156,0.964182,1.876251,0.002785,0.000000,0.000000,-0.001833,0.980008,1
0.991568,0.972720,1.705164,0.000633,0.000000,0.000000,-0.003971,0.964182,1
0.984598,0.947730,1.602226,0.008453,0.003557,0.000000,-0.002381,0.939192,1
0.961656,0.973144,1.386649,0.002959,0.000000,0.000000,-0.015036,0.936693,1
0.987698,0.928710,2.295914,0.013005,0.000000,0.000000,-0.004202,0.955019,4
0.986390,0.955019,1.870328,0.009233,0.009867,0.000000,0.000000,0.925864,2
0.976129,0.980425,1.075364,0.002417,0.005380,0.000000,-0.002638,0.973344,3
0.987543,0.934194,2.252489,0.008006,0.000000,0.000000,-0.005961,0.909204,3
0.947440,0.953978,1.293651,0.006148,0.000000,0.000000,-0.001494,0.958351,3
0.906160,0.967139,1.300617,0.009123,0,0.000000,-0.028931,0.939192,2
0.989328,0.945439,1.959790,0.006302,0.002703,0.000000,-0.001618,0.952520,4
0.989530,0.972928,1.476847,0.000611,0.002033,0.000000,-0.005918,0.958351,1
0.986129,0.940650,2.124226,0.004262,0.000000,0.000000,0.000000,0.940025,3
0.988362,0.954394,1.678691,0.011380,0.000000,0.000000,-0.007000,0.924198,4
0.985984,0.946064,2.132052,0.005524,0.008857,0.000000,0.000000,0.920033,2
0.990496,0.943357,2.235237,0.007141,0.005386,0.000000,-0.003080,0.937526,2
0.947440,0.953978,1.293651,0.006148,0.000000,0.000000,-0.001494,0.958351,3
0.905308,0.966722,1.296147,0.009133,0,0.000000,-0.029374,0.938359,0
0.982802,0.972095,1.339311,0.000435,0.000000,0.000000,-0.001935,0.974177,2
0.972930,0.967097,1.333559,0.002773,0.000000,0.000000,0.000000,0.965848,3
0.935335,0.955227,1.267366,0.005695,0.002081,0.000000,-0.001900,0.957518,2
0.978268,0.969596,1.331897,0.000511,0.000000,0.000000,-0.002363,0.970846,3
0.917844,0.971033,1.361025,0.006419,0,0.000000,-0.019489,0.945023,2
0.905236,0.967139,1.285340,0.009123,0.000000,0.000000,-0.028933,0.939192,0
0.994593,0.961544,2.176859,0.003548,0.000000,0.000000,-0.000622,0.970012,2
0.985506,0.944606,2.136340,0.005483,0.000000,0.000000,0.000000,0.925031,3
0.989016,0.945647,1.942828,0.006521,0.000000,0.000000,-0.001783,0.949188,4
0.918177,0.978176,0.942124,0.004434,0.000000,0.000000,-0.011977,0.965848,2
0.969216,0.970013,1.227132,0.004190,0.000000,0.000000,0.000000,0.976676,3
0.987646,0.929404,2.216021,0.019664,0.000000,0.000000,-0.010043,0.915868,3
0.987362,0.933361,2.257286,0.008501,0.000000,0.000000,-0.006215,0.907539,3
0.990092,0.951687,1.830477,0.010547,0.000000,0.000000,-0.006274,0.926697,2
0.986073,0.953978,1.885698,0.009200,0.000000,0.000000,0.000000,0.925864,1
0.905236,0.967139,1.285340,0.009123,0,0.000000,-0.028933,0.939192,0
0.989137,0.945023,1.961323,0.006197,0.002607,0.000000,-0.001510,0.951687,2
0.985697,0.946064,2.121251,0.005598,0.000000,0.000000,0.000000,0.923365,2
0.989530,0.972928,1.476847,0.000611,0.002033,0.000000,-0.005918,0.958351,1
0.940565,0.953353,1.294163,0.005832,0.000000,0.000000,-0.001694,0.960850,1
0.980273,0.962932,1.306121,0.000725,0.001053,0.000000,0.000000,0.971678,1
0.962454,0.945856,1.431331,0.001591,0.000000,0.000000,-0.005432,0.946689,4
0.962454,0.945856,1.431331,0.001591,0.002195,0.000000,-0.005432,0.946689,3
0.988956,0.964390,1.675078,0.000627,0.001082,0.000000,0.000000,0.970846,2
0.981133,0.960433,1.369490,0.000825,0.001601,0.000000,0.000000,0.965848,1
0.960732,0.946689,1.408329,0.001473,0.002222,0.000000,-0.004331,0.946689,1
0.989291,0.964806,1.697068,0.000649,0.000000,0.000000,0.000000,0.974177,1
0.654774,0.775337,2.016856,0.159333,0.000000,0.000000,0.000000,0.579342,4
0.867950,0.848258,1.711241,0.149590,0.000000,0.000000,0.000000,0.685131,4
0.858866,0.850826,1.652437,0.155836,0.000000,0.000000,0.000000,0.675969,4
0.711823,0.785367,2.096666,0.134136,0.261552,0.000000,0.000000,0.646814,4
0.736774,0.797237,2.069593,0.130581,0.421269,0.000000,0.000000,0.635985,3
0.884770,0.849576,1.742560,0.146387,0.544119,0.000000,0.000000,0.694294,3
0.704715,0.785090,2.082151,0.141855,0.000000,0.000000,0.000000,0.607663,2
0.891319,0.847702,1.784229,0.142758,0.000000,0.000000,0.000000,0.701791,1
0.952720,0.954186,1.095841,0.029296,0.000000,0.000000,-0.018731,0.869221,2
0.952720,0.954186,1.095841,0.029296,0.047794,0.000000,-0.018731,0.869221,2
0.952720,0.954186,1.095841,0.029296,0.000000,0.000000,-0.018731,0.869221,2
