24.995748,0.991548,0.004627,0.507479,0.215502,2.586249,2.335884,0.004627,1467.547331,0
25.062500,0.987303,0.004438,0.437592,0.192562,2.651585,3.195153,0.004438,986.867740,4
26.489370,0.982177,0.021201,0.604756,0.220072,2.017553,2.159439,0.021201,611.381742,0
31.075680,0.989150,0.006943,0.515204,0.211731,2.447998,2.777211,0.006943,1321.125027,2
30.640306,0.940296,0.007674,0.468835,0.213116,2.344857,2.784864,0.007674,259.537936,0
24.491921,0.987410,0.005303,0.437620,0.179074,2.701318,3.210459,0.005303,966.036342,4
13.421343,0.956478,0.007555,0.462853,0.206194,2.374166,2.409439,0.007555,156.590703,0
31.069727,0.939277,0.007570,0.467223,0.212328,2.349452,2.809524,0.007570,258.032784,0
25.042942,0.991499,0.004689,0.505074,0.216805,2.583798,2.346514,0.004689,1462.185814,0
24.491921,0.987410,0.005303,0.437620,0.179074,2.701318,3.210459,0.005303,966.036342,3
31.573979,0.938172,0.039274,0.639953,0.196605,1.850550,2.025510,0.039274,244.894980,0
25.116921,0.987312,0.004519,0.436979,0.191795,2.651046,3.203656,0.004519,990.341930,3
31.130101,0.941475,0.007694,0.467639,0.212945,2.346151,2.818027,0.007694,270.239299,0
29.551445,0.990369,0.007217,0.514754,0.209820,2.444173,2.794643,0.007217,1410.502112,1
5.707483,0.860990,0.024094,0.564134,0.234698,1.909575,1.512755,0.024094,20.689157,2
107.176018,0.943712,0.003165,0.281953,0.119928,2.718636,6.340136,0.003165,952.224599,0
241.275505,0.899975,0.002027,0.264604,0.109045,2.893820,9.204932,0.002027,1208.417754,0
106.584181,0.944051,0.003182,0.283306,0.121342,2.717908,6.312075,0.003182,952.790515,0
241.275505,0.899975,0.002027,0.264604,0.109045,2.893820,9.204932,0.002027,1208.417754,0
106.584181,0.944051,0.003182,0.283306,0.121342,2.717908,6.312075,0.003182,952.790515,0
241.275505,0.899975,0.002027,0.264604,0.109045,2.893820,9.204932,0.002027,1208.417754,0
98.269131,0.951617,0.003332,0.303255,0.132448,2.695136,5.855867,0.003332,1015.776783,0
201.268277,0.910967,0.002253,0.288036,0.123301,2.854588,7.998724,0.002253,1141.096714,0
14.886479,0.995378,0.004481,0.470045,0.203249,2.653957,2.504677,0.004481,1558.027607,2
