0.267964,0.339820,0.097804,0.290419,0.003992,0
0.037761,0.592181,0.153265,0.216793,0.000000,4
0.617973,0.253833,0.026831,0.101363,0.000000,0
0.113810,0.462888,0.047233,0.376068,0.000000,2
0.162574,0.805673,0.022015,0.004657,0.005080,0
0.014802,0.557249,0.175882,0.252068,0.000000,4
0.109848,0.842172,0.037458,0.010522,0.000000,0
0.159255,0.809403,0.022448,0.003812,0.005083,0
0.276459,0.349654,0.091988,0.277943,0.003956,0
0.014802,0.557249,0.175882,0.252068,0.000000,3
0.837248,0.130872,0.023909,0.005872,0.002097,0
0.036412,0.589254,0.155861,0.218472,0.000000,3
0.162151,0.802710,0.024132,0.005927,0.005080,0
0.087687,0.495336,0.049907,0.367071,0.000000,1
0.000000,0.000000,0.000000,0.000000,1.000000,2
0.000000,0.000000,0.000000,0.554598,0.445402,0
0.000000,0.000000,0.000000,0.519388,0.480612,0
0.000000,0.000000,0.000000,0.557143,0.442857,0
0.000000,0.000000,0.000000,0.519388,0.480612,0
0.000000,0.000000,0.000000,0.557143,0.442857,0
0.000000,0.000000,0.000000,0.519388,0.480612,0
0.000000,0.000000,0.000000,0.553020,0.446980,0
0.000000,0.000000,0.000000,0.546139,0.453861,0
0.000000,0.000000,0.000000,0.000000,1.000000,2
0.000000,0.000000,0.000000,0.018215,0.981785,2
0.000000,0.000000,0.000000,0.000000,1.000000,1
0.000000,0.000000,0.000000,0.000000,1.000000,1
0.000000,0.000000,0.000000,0.000000,1.000000,1
0.000000,0.000000,0.000000,0.000000,1.000000,1
0.000000,0.000000,0.000000,0.013721,0.986279,4
0.000000,0.000000,0.000000,0.000000,1.000000,2
0.000000,0.000000,0.000000,0.010989,0.989011,3
0.000000,0.000000,0.000000,0.000000,1.000000,3
0.000000,0.000000,0.000000,0.414894,0.585106,3
0.000000,0.000000,0.000000,0.017294,0.982706,2
0.000000,0.000000,0.000000,0.032534,0.967466,4
0.000000,0.000000,0.000000,0.000000,1.000000,1
0.000000,0.000000,0.000000,0.011310,0.988690,3
0.000000,0.000000,0.000000,0.086397,0.913603,4
0.000000,0.000000,0.000000,0.025573,0.974427,2
0.000000,0.000000,0.000000,0.000000,1.000000,2
0.000000,0.000000,0.000000,0.414894,0.585106,3
0.000000,0.000000,0.000000,0.017782,0.982218,0
0.000000,0.000000,0.000000,0.000000,1.000000,2
0.000000,0.000000,0.000000,0.011730,0.988270,3
0.000000,0.000000,0.000000,0.475610,0.524390,2
0.000000,0.000000,0.000000,0.000000,1.000000,3
0.000000,0.000000,0.000000,0.000000,1.000000,2
0.000000,0.000000,0.000000,0.018201,0.981799,0
0.000000,0.000000,0.000000,0.000000,1.000000,2
0.000000,0.000000,0.000000,0.025618,0.974382,3
0.000000,0.000000,0.000000,0.034173,0.965827,4
0.000000,0.000000,0.000000,0.000000,1.000000,2
0.000000,0.000000,0.000000,0.011111,0.988889,3
0.000000,0.000000,0.000000,0.000000,1.000000,3
0.000000,0.000000,0.000000,0.000000,1.000000,3
0.000000,0.000000,0.000000,0.077882,0.922118,2
0.000000,0.000000,0.000000,0.000000,1.000000,1
0.000000,0.000000,0.000000,0.018201,0.981799,0
0.000000,0.000000,0.000000,0.033043,0.966957,2
0.000000,0.000000,0.000000,0.026557,0.973443,2
0.000000,0.000000,0.000000,0.000000,1.000000,1
0.000000,0.000000,0.000000,0.450549,0.549451,1
